person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,emp_length_age_ratio,emp_length_cred_hist_ratio,income_emp_length_product,cred_hist_age_ratio,emp_start,interest_income_ratio,parent_dependency
23,74424,4.0,3,15000,13.47,0,0.2,1,3,0,0,1,1,0,0,0,0,0.17391304347826086,1.3333333333333333,297696.0,0.13043478260869565,19.0,2.7148500483714932,0
24,140000,8.0,2,16000,10.38,0,0.11,0,2,0,0,0,0,0,1,0,0,0.3333333333333333,4.0,1120000.0,0.08333333333333333,16.0,1.1862857142857144,0
23,140000,3.0,4,15000,15.58,0,0.11,1,3,0,0,0,0,0,0,1,0,0.13043478260869565,1.0,420000.0,0.13043478260869565,20.0,1.6692857142857143,0
24,75000,6.0,2,15000,11.71,0,0.2,0,4,0,0,1,0,0,0,1,0,0.25,1.5,450000.0,0.16666666666666666,18.0,2.342,0
23,75000,4.0,2,15000,10.99,0,0.2,0,3,0,0,1,0,0,1,0,0,0.17391304347826086,1.3333333333333333,300000.0,0.13043478260869565,19.0,2.198,0
25,140000,2.0,1,4800,7.88,0,0.03,0,4,0,0,0,1,0,0,0,0,0.08,0.5,280000.0,0.16,23.0,0.27017142857142856,0
26,140000,5.0,4,13050,14.59,0,0.09,1,3,0,0,0,0,1,0,0,0,0.19230769230769232,1.6666666666666667,700000.0,0.11538461538461539,21.0,1.3599964285714286,0
26,140000,10.0,2,24250,12.53,0,0.17,0,3,0,0,0,0,0,0,0,1,0.38461538461538464,3.3333333333333335,1400000.0,0.11538461538461539,16.0,2.170375,0
21,69000,0.0,4,15000,15.28,1,0.22,1,4,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.19047619047619047,21.0,3.3217391304347825,1
21,75000,5.0,2,15000,10.37,0,0.2,0,4,0,0,1,0,0,1,0,0,0.23809523809523808,1.25,375000.0,0.19047619047619047,16.0,2.074,1
23,58650,7.0,3,15000,13.43,1,0.22,1,4,0,0,1,0,0,1,0,0,0.30434782608695654,1.75,410550.0,0.17391304347826086,16.0,3.4347826086956523,0
25,128000,4.0,2,10000,11.58,1,0.08,0,2,0,0,0,0,1,0,0,0,0.16,2.0,512000.0,0.08,21.0,0.9046875,0
21,20004,2.0,2,2500,9.63,0,0.12,0,2,0,1,0,0,0,1,0,0,0.09523809523809523,1.0,40008.0,0.09523809523809523,19.0,1.203509298140372,0
22,108803,6.0,3,10000,12.23,1,0.08,0,4,0,0,0,0,0,1,0,0,0.2727272727272727,1.5,652818.0,0.18181818181818182,16.0,1.124049888330285,0
24,140004,4.0,5,4000,16.45,0,0.03,0,3,0,0,0,1,0,0,0,0,0.16666666666666666,1.3333333333333333,560016.0,0.125,20.0,0.4699865718122339,0
23,75000,6.0,1,15000,6.54,0,0.2,0,3,0,0,1,1,0,0,0,0,0.2608695652173913,2.0,450000.0,0.13043478260869565,17.0,1.308,0
25,140004,8.0,3,4500,12.87,0,0.03,0,4,1,0,0,0,0,1,0,0,0.32,2.0,1120032.0,0.16,17.0,0.4136667523785035,0
24,140300,6.0,2,6000,11.14,0,0.04,0,3,0,0,0,0,0,0,0,0,0.25,2.0,841800.0,0.125,18.0,0.47640769779044906,0
24,141000,0.0,1,10000,5.99,0,0.07,0,3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.125,24.0,0.424822695035461,0
24,141000,8.0,1,10000,7.49,0,0.07,0,2,0,1,0,0,0,0,1,0,0.3333333333333333,4.0,1128000.0,0.08333333333333333,16.0,0.5312056737588653,0
23,141000,1.0,2,15000,10.99,0,0.11,0,4,0,0,0,1,0,0,0,0,0.043478260869565216,0.25,141000.0,0.17391304347826086,22.0,1.1691489361702128,0
24,141000,2.0,2,12000,12.53,0,0.09,0,4,0,0,0,1,0,0,0,0,0.08333333333333333,0.5,282000.0,0.16666666666666666,22.0,1.0663829787234043,0
25,141996,0.0,1,14000,7.51,0,0.1,0,3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.12,25.0,0.7404433927716274,0
24,142000,0.0,1,7500,7.88,0,0.05,0,2,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.08333333333333333,24.0,0.41619718309859155,0
25,69000,0.0,5,15000,16.7,1,0.22,1,3,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.12,25.0,3.630434782608696,0
24,143123,2.0,4,4000,12.61,0,0.03,0,4,0,0,0,0,0,0,1,0,0.08333333333333333,0.5,286246.0,0.16666666666666666,22.0,0.3524241386779204,0
26,143375,10.0,1,12000,7.66,0,0.08,0,3,0,0,0,0,0,1,0,0,0.38461538461538464,3.3333333333333335,1433750.0,0.11538461538461539,16.0,0.6411159546643418,0
24,132000,8.0,4,1500,17.27,1,0.01,0,2,0,0,0,0,0,0,0,0,0.3333333333333333,4.0,1056000.0,0.08333333333333333,16.0,0.19625,0
23,144000,7.0,1,10000,5.99,0,0.07,0,2,0,0,0,0,0,0,1,0,0.30434782608695654,3.5,1008000.0,0.08695652173913043,16.0,0.41597222222222224,0
26,144000,2.0,1,12000,7.49,0,0.08,0,3,0,0,0,1,0,0,0,0,0.07692307692307693,0.6666666666666666,288000.0,0.11538461538461539,24.0,0.6241666666666666,0
23,144000,1.0,1,6800,7.49,0,0.05,0,2,0,1,0,0,0,0,0,1,0.043478260869565216,0.5,144000.0,0.08695652173913043,22.0,0.3536944444444444,0
24,144000,4.0,1,14700,7.66,0,0.1,0,3,0,0,0,0,1,0,0,0,0.16666666666666666,1.3333333333333333,576000.0,0.125,20.0,0.7819583333333333,0
26,75531,3.0,4,15000,16.49,0,0.2,0,4,0,0,1,0,0,0,1,0,0.11538461538461539,0.75,226593.0,0.15384615384615385,23.0,3.2748143146522617,0
24,144000,4.0,3,8000,14.72,0,0.06,0,4,0,0,0,0,0,0,0,0,0.16666666666666666,1.0,576000.0,0.16666666666666666,20.0,0.8177777777777778,0
24,144000,8.0,2,14400,10.25,0,0.1,0,3,0,0,0,0,0,0,1,0,0.3333333333333333,2.6666666666666665,1152000.0,0.125,16.0,1.025,0
23,76000,3.0,2,15000,10.74,0,0.2,0,4,0,0,1,0,0,0,0,1,0.13043478260869565,0.75,228000.0,0.17391304347826086,20.0,2.1197368421052634,0
26,76000,6.0,3,15000,13.11,0,0.2,0,4,0,0,1,0,0,0,0,0,0.23076923076923078,1.5,456000.0,0.15384615384615385,20.0,2.5875,0
25,144996,2.0,5,25000,16.35,0,0.17,1,2,0,0,0,1,0,0,0,0,0.08,1.0,289992.0,0.08,23.0,2.819043283952661,0
23,145000,5.0,2,10000,11.71,0,0.07,0,3,0,0,0,0,0,0,0,0,0.21739130434782608,1.6666666666666667,725000.0,0.13043478260869565,18.0,0.8075862068965518,0
23,77000,7.0,2,15000,12.42,0,0.19,0,2,0,0,1,0,0,0,1,0,0.30434782608695654,3.5,539000.0,0.08695652173913043,16.0,2.4194805194805196,0
24,145000,0.0,2,7000,10.99,0,0.05,0,3,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.125,24.0,0.5305517241379311,0
24,20000,2.0,1,3000,8.94,0,0.15,0,2,0,1,0,0,1,0,0,0,0.08333333333333333,1.0,40000.0,0.08333333333333333,22.0,1.341,0
26,145000,9.0,2,14000,10.59,0,0.1,0,2,0,0,0,0,0,0,0,0,0.34615384615384615,4.5,1305000.0,0.07692307692307693,17.0,1.0224827586206897,0
24,145000,3.0,2,12000,10.99,0,0.08,0,2,0,0,0,0,0,1,0,0,0.125,1.5,435000.0,0.08333333333333333,21.0,0.9095172413793103,0
25,145000,9.0,1,8000,8.49,0,0.06,0,3,0,0,0,0,1,0,0,0,0.36,3.0,1305000.0,0.12,16.0,0.4684137931034483,0
26,77368,1.0,2,15000,10.0,0,0.19,0,3,0,0,1,0,0,0,0,1,0.038461538461538464,0.3333333333333333,77368.0,0.11538461538461539,25.0,1.9387860614207424,0
23,73000,7.0,1,15000,7.51,1,0.21,0,2,0,0,1,1,0,0,0,0,0.30434782608695654,3.5,511000.0,0.08695652173913043,16.0,1.5431506849315069,0
22,20000,7.0,2,3200,12.21,0,0.16,0,4,0,1,0,0,0,0,1,0,0.3181818181818182,1.75,140000.0,0.18181818181818182,15.0,1.9536,0
23,145000,3.0,2,12000,10.37,0,0.08,0,2,0,0,0,0,0,1,0,0,0.13043478260869565,1.5,435000.0,0.08695652173913043,20.0,0.858206896551724,0
22,145000,6.0,1,12000,6.92,0,0.08,0,4,0,0,0,0,0,0,1,0,0.2727272727272727,1.5,870000.0,0.18181818181818182,16.0,0.5726896551724138,0
23,145000,0.0,1,14400,5.79,0,0.1,0,4,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.17391304347826086,23.0,0.5750068965517241,0
23,80000,5.0,2,15000,12.69,0,0.19,0,4,0,0,1,0,0,0,0,1,0.21739130434782608,1.25,400000.0,0.17391304347826086,18.0,2.379375,0
25,145000,7.0,1,12000,5.79,0,0.08,0,2,0,0,0,0,0,1,0,0,0.28,3.5,1015000.0,0.08,18.0,0.47917241379310344,0
21,80000,3.0,1,15000,10.99,0,0.19,0,2,0,0,1,0,0,0,0,1,0.14285714285714285,1.5,240000.0,0.09523809523809523,18.0,2.060625,0
25,145000,3.0,2,25000,11.36,0,0.17,0,4,0,0,0,1,0,0,0,0,0.12,0.75,435000.0,0.16,22.0,1.9586206896551723,0
24,145000,4.0,2,20000,11.36,0,0.14,0,3,0,0,0,0,0,0,0,0,0.16666666666666666,1.3333333333333333,580000.0,0.125,20.0,1.566896551724138,0
23,145000,7.0,2,20800,11.83,0,0.14,0,4,0,1,0,1,0,0,0,0,0.30434782608695654,1.75,1015000.0,0.17391304347826086,16.0,1.696993103448276,0
24,145000,2.0,2,11500,11.14,0,0.08,0,4,0,1,0,0,0,0,1,0,0.08333333333333333,0.5,290000.0,0.16666666666666666,22.0,0.8835172413793103,0
26,113050,4.0,2,9000,12.53,1,0.07,0,4,0,0,0,0,0,1,0,0,0.15384615384615385,1.0,452200.0,0.15384615384615385,22.0,0.9975232198142415,0
26,80000,11.0,1,15000,8.49,0,0.19,0,2,0,0,1,0,0,0,0,1,0.4230769230769231,5.5,880000.0,0.07692307692307693,15.0,1.591875,0
25,133000,8.0,6,3000,17.9,1,0.02,1,2,0,0,0,0,0,0,0,0,0.32,4.0,1064000.0,0.08,17.0,0.40375939849624054,0
25,145000,3.0,2,7500,10.08,0,0.05,0,2,0,0,0,0,0,0,1,0,0.12,1.5,435000.0,0.08,22.0,0.5213793103448275,0
21,19800,4.0,4,6800,14.59,1,0.34,0,2,0,1,0,0,1,0,0,0,0.19047619047619047,2.0,79200.0,0.09523809523809523,17.0,5.01070707070707,0
24,145008,8.0,1,5000,9.63,0,0.03,0,4,0,0,0,1,0,0,0,0,0.3333333333333333,2.0,1160064.0,0.16666666666666666,16.0,0.33205064548162866,0
23,145596,0.0,1,4700,6.92,0,0.03,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.08695652173913043,23.0,0.22338525783675375,0
24,19764,0.0,3,4800,13.61,1,0.24,1,3,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.125,24.0,3.305403764420158,0
25,133900,9.0,4,7500,13.49,1,0.06,1,2,0,0,0,0,0,0,0,1,0.36,4.5,1205100.0,0.08,16.0,0.7556011949215833,0
26,145992,0.0,4,20000,10.99,0,0.14,1,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.07692307692307693,26.0,1.5055619485999232,0
26,19500,0.0,1,5000,8.0,1,0.26,0,3,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.11538461538461539,26.0,2.051282051282051,0
21,146000,5.0,3,4000,13.72,0,0.03,0,2,0,0,0,0,0,0,0,0,0.23809523809523808,2.5,730000.0,0.09523809523809523,16.0,0.37589041095890413,0
24,134000,2.0,4,25000,14.83,1,0.19,0,4,0,0,0,0,0,0,0,0,0.08333333333333333,0.5,268000.0,0.16666666666666666,22.0,2.7667910447761193,0
25,146990,0.0,2,28000,10.99,0,0.19,0,3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.12,25.0,2.093475746649432,0
23,147000,2.0,2,24000,10.99,0,0.16,0,3,0,0,0,0,0,1,0,0,0.08695652173913043,0.6666666666666666,294000.0,0.13043478260869565,21.0,1.7942857142857143,0
26,147000,3.0,1,4100,6.92,0,0.03,0,3,0,0,0,0,1,0,0,0,0.11538461538461539,1.0,441000.0,0.11538461538461539,23.0,0.19300680272108844,0
23,147000,4.0,2,25000,10.25,0,0.17,0,3,0,0,0,0,0,0,0,0,0.17391304347826086,1.3333333333333333,588000.0,0.13043478260869565,19.0,1.7431972789115646,0
23,74000,1.0,4,15000,15.65,1,0.2,0,2,0,0,1,0,0,0,0,1,0.043478260869565216,0.5,74000.0,0.08695652173913043,22.0,3.1722972972972974,0
26,147996,10.0,1,7500,8.0,0,0.05,0,3,0,0,0,0,0,0,0,0,0.38461538461538464,3.3333333333333335,1479960.0,0.11538461538461539,16.0,0.40541636260439473,0
26,80004,8.0,2,15000,11.89,0,0.19,0,4,0,0,1,1,0,0,0,0,0.3076923076923077,2.0,640032.0,0.15384615384615385,18.0,2.229263536823159,0
22,148000,6.0,1,15000,7.66,0,0.1,0,4,0,0,0,0,0,0,0,0,0.2727272727272727,1.5,888000.0,0.18181818181818182,16.0,0.7763513513513514,0
21,19200,0.0,2,2400,9.91,0,0.13,0,2,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.09523809523809523,21.0,1.23875,0
24,148000,0.0,1,4000,7.88,0,0.03,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.08333333333333333,24.0,0.21297297297297296,0
24,136000,9.0,6,25000,19.13,1,0.18,0,3,0,0,0,0,0,0,1,0,0.375,3.0,1224000.0,0.125,15.0,3.516544117647059,0
23,75000,0.0,3,15000,13.57,1,0.2,1,3,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.13043478260869565,23.0,2.714,0
23,81960,7.0,2,15000,10.62,0,0.18,0,3,0,0,1,0,0,0,0,0,0.30434782608695654,2.3333333333333335,573720.0,0.13043478260869565,16.0,1.9436310395314789,0
25,136112,9.0,5,15600,19.42,1,0.11,0,2,0,0,0,0,1,0,0,0,0.36,4.5,1225008.0,0.08,16.0,2.22575526037381,0
23,149385,7.0,1,7000,8.94,0,0.05,0,4,0,1,0,0,0,0,0,1,0.30434782608695654,1.75,1045695.0,0.17391304347826086,16.0,0.4189175620042173,0
26,149400,1.0,1,7000,6.62,0,0.05,0,3,0,0,0,0,0,1,0,0,0.038461538461538464,0.3333333333333333,149400.0,0.11538461538461539,25.0,0.31017402945113787,0
23,84000,4.0,1,15000,6.03,0,0.18,0,4,0,0,1,1,0,0,0,0,0.17391304347826086,1.0,336000.0,0.17391304347826086,19.0,1.0767857142857142,0
23,149981,7.0,3,25000,12.98,0,0.17,0,3,0,0,0,0,0,1,0,0,0.30434782608695654,2.3333333333333335,1049867.0,0.13043478260869565,16.0,2.163607390269434,0
25,150000,0.0,1,14400,8.9,0,0.1,0,4,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.16,25.0,0.8544,0
25,150000,9.0,3,20000,14.65,0,0.13,1,4,0,0,0,0,0,1,0,0,0.36,2.25,1350000.0,0.16,16.0,1.9533333333333334,0
25,78000,4.0,4,15000,10.99,1,0.19,1,4,0,0,1,0,0,0,0,0,0.16,1.0,312000.0,0.16,21.0,2.1134615384615385,0
25,150000,9.0,1,7500,8.9,0,0.05,0,3,0,0,0,0,0,0,1,0,0.36,3.0,1350000.0,0.12,16.0,0.445,0
23,84000,0.0,3,15000,11.34,0,0.18,0,3,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.13043478260869565,23.0,2.025,0
26,84000,4.0,2,15000,10.14,0,0.18,0,4,0,0,1,0,0,0,0,0,0.15384615384615385,1.0,336000.0,0.15384615384615385,22.0,1.8107142857142857,0
25,150000,3.0,1,12000,10.99,0,0.08,0,2,0,0,0,0,0,1,0,0,0.12,1.5,450000.0,0.08,22.0,0.8792,0
24,150000,8.0,1,8000,8.9,0,0.05,0,4,0,0,0,1,0,0,0,0,0.3333333333333333,2.0,1200000.0,0.16666666666666666,16.0,0.4746666666666667,0
26,150000,8.0,3,35000,15.96,0,0.23,0,3,0,0,0,0,0,1,0,0,0.3076923076923077,2.6666666666666665,1200000.0,0.11538461538461539,18.0,3.724,0
23,19200,4.0,1,6000,6.54,1,0.31,0,2,0,1,0,0,0,0,1,0,0.17391304347826086,2.0,76800.0,0.08695652173913043,19.0,2.04375,0
21,19200,5.0,1,3300,6.17,1,0.17,0,2,0,1,0,1,0,0,0,0,0.23809523809523808,2.5,96000.0,0.09523809523809523,16.0,1.06046875,0
25,85000,2.0,1,15000,7.9,0,0.18,0,4,0,0,1,0,0,0,0,1,0.08,0.5,170000.0,0.16,23.0,1.3941176470588235,0
25,150000,9.0,1,10000,5.42,0,0.07,0,4,0,0,0,0,0,0,0,0,0.36,2.25,1350000.0,0.16,16.0,0.36133333333333334,0
24,150000,8.0,3,25000,12.99,0,0.17,1,4,0,0,0,0,0,0,1,0,0.3333333333333333,2.0,1200000.0,0.16666666666666666,16.0,2.165,0
23,85000,7.0,2,15000,10.99,0,0.18,0,3,0,0,1,0,0,0,1,0,0.30434782608695654,2.3333333333333335,595000.0,0.13043478260869565,16.0,1.9394117647058824,0
26,19200,7.0,1,4500,7.88,1,0.23,0,3,0,1,0,0,0,0,1,0,0.2692307692307692,2.3333333333333335,134400.0,0.11538461538461539,19.0,1.846875,0
23,150000,7.0,2,30000,9.99,0,0.2,0,3,0,0,0,0,0,1,0,0,0.30434782608695654,2.3333333333333335,1050000.0,0.13043478260869565,16.0,1.998,0
25,150000,8.0,3,5000,12.99,0,0.03,1,4,0,0,0,0,0,0,0,0,0.32,2.0,1200000.0,0.16,17.0,0.433,0
23,85000,7.0,4,15000,14.59,0,0.18,0,4,0,0,1,1,0,0,0,0,0.30434782608695654,1.75,595000.0,0.17391304347826086,16.0,2.574705882352941,0
24,85000,0.0,3,15000,13.11,0,0.18,0,3,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.125,24.0,2.313529411764706,0
21,85000,2.0,2,15000,10.95,0,0.18,0,3,0,0,1,0,0,0,0,1,0.09523809523809523,0.6666666666666666,170000.0,0.14285714285714285,19.0,1.9323529411764706,0
26,150000,6.0,4,6400,15.62,0,0.04,1,2,0,0,0,1,0,0,0,0,0.23076923076923078,3.0,900000.0,0.07692307692307693,20.0,0.6664533333333333,0
24,85100,3.0,3,15000,10.99,0,0.18,1,2,0,0,1,1,0,0,0,0,0.125,1.5,255300.0,0.08333333333333333,21.0,1.937132784958872,0
24,150000,9.0,1,24000,7.49,0,0.16,0,3,0,0,0,0,0,1,0,0,0.375,3.0,1350000.0,0.125,15.0,1.1984,0
25,86004,1.0,3,15000,12.53,0,0.17,1,4,0,0,1,0,0,0,1,0,0.04,0.25,86004.0,0.16,24.0,2.1853634714664434,0
25,150000,9.0,1,12000,10.99,0,0.08,0,4,0,0,0,0,0,0,0,0,0.36,2.25,1350000.0,0.16,16.0,0.8792,0
25,150000,9.0,1,8200,5.79,0,0.05,0,3,0,0,0,1,0,0,0,0,0.36,3.0,1350000.0,0.12,16.0,0.31652,0
26,87000,6.0,1,15000,5.99,0,0.17,0,2,0,0,1,0,0,1,0,0,0.23076923076923078,3.0,522000.0,0.07692307692307693,20.0,1.032758620689655,0
22,19008,4.0,1,12000,5.42,1,0.63,0,4,0,1,0,0,0,0,1,0,0.18181818181818182,1.0,76032.0,0.18181818181818182,18.0,3.4217171717171717,0
23,150000,7.0,1,9600,6.92,0,0.06,0,2,0,0,0,0,0,0,0,0,0.30434782608695654,3.5,1050000.0,0.08695652173913043,16.0,0.44288,0
22,87000,6.0,2,15000,10.62,0,0.17,0,2,0,0,1,0,0,0,1,0,0.2727272727272727,3.0,522000.0,0.09090909090909091,16.0,1.8310344827586207,0
26,150000,1.0,2,6000,10.74,0,0.04,0,2,0,0,0,0,0,0,1,0,0.038461538461538464,0.5,150000.0,0.07692307692307693,25.0,0.4296,0
22,150000,3.0,2,25000,11.11,0,0.17,0,3,0,0,0,0,0,0,0,1,0.13636363636363635,1.0,450000.0,0.13636363636363635,19.0,1.8516666666666666,0
25,150000,9.0,2,25000,10.37,0,0.17,0,2,0,0,0,0,0,1,0,0,0.36,4.5,1350000.0,0.08,16.0,1.728333333333333,0
25,150000,4.0,1,6000,7.66,0,0.04,0,3,0,0,0,1,0,0,0,0,0.16,1.3333333333333333,600000.0,0.12,21.0,0.3064,0
21,19000,0.0,4,7200,14.74,1,0.38,1,4,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.19047619047619047,21.0,5.585684210526316,1
25,150000,9.0,2,20000,8.88,0,0.13,0,4,0,0,0,0,0,0,1,0,0.36,2.25,1350000.0,0.16,16.0,1.1840000000000002,0
22,87800,3.0,2,15000,11.36,0,0.17,0,4,0,0,1,0,0,1,0,0,0.13636363636363635,0.75,263400.0,0.18181818181818182,19.0,1.9407744874715263,0
25,150000,3.0,1,15000,6.54,0,0.1,0,2,0,0,0,0,1,0,0,0,0.12,1.5,450000.0,0.08,22.0,0.654,0
23,150000,7.0,1,8000,6.91,0,0.05,0,2,0,0,0,0,0,1,0,0,0.30434782608695654,3.5,1050000.0,0.08695652173913043,16.0,0.3685333333333333,0
26,150000,3.0,2,25000,9.99,0,0.17,0,4,0,0,0,0,0,0,0,0,0.11538461538461539,0.75,450000.0,0.15384615384615385,23.0,1.665,0
23,88000,0.0,3,15000,10.28,0,0.17,0,2,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.08695652173913043,23.0,1.7522727272727272,0
25,150000,5.0,1,10000,6.54,0,0.07,0,4,0,0,0,0,0,0,0,0,0.2,1.25,750000.0,0.16,20.0,0.436,0
26,150000,10.0,2,14000,10.36,0,0.09,0,3,0,0,0,0,0,0,0,0,0.38461538461538464,3.3333333333333335,1500000.0,0.11538461538461539,16.0,0.9669333333333333,0
22,150000,6.0,4,18000,15.2,0,0.12,0,4,0,0,0,0,0,0,1,0,0.2727272727272727,1.5,900000.0,0.18181818181818182,16.0,1.824,0
26,78000,1.0,2,15000,12.42,1,0.19,0,3,0,0,1,0,0,0,0,0,0.038461538461538464,0.3333333333333333,78000.0,0.11538461538461539,25.0,2.3884615384615384,0
24,90000,6.0,4,15000,17.27,0,0.17,1,4,0,0,1,0,1,0,0,0,0.25,1.5,540000.0,0.16666666666666666,18.0,2.8783333333333334,0
24,90000,0.0,1,15000,7.9,0,0.17,0,2,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.08333333333333333,24.0,1.3166666666666667,0
24,150000,2.0,2,24250,10.38,0,0.16,0,3,0,0,0,0,0,0,1,0,0.08333333333333333,0.6666666666666666,300000.0,0.125,22.0,1.6781000000000001,0
24,90000,8.0,4,15000,17.58,0,0.17,0,3,0,0,1,0,1,0,0,0,0.3333333333333333,2.6666666666666665,720000.0,0.125,16.0,2.93,0
24,150000,3.0,3,15000,10.99,0,0.1,0,2,0,0,0,0,0,1,0,0,0.125,1.5,450000.0,0.08333333333333333,21.0,1.099,0
22,90000,5.0,2,15000,11.49,0,0.17,0,4,0,0,1,0,0,1,0,0,0.22727272727272727,1.25,450000.0,0.18181818181818182,17.0,1.915,0
25,150000,7.0,2,22000,10.38,0,0.15,0,4,0,0,0,0,1,0,0,0,0.28,1.75,1050000.0,0.16,18.0,1.5224000000000002,0
24,150000,8.0,2,24000,10.99,0,0.16,0,3,0,0,0,0,0,0,0,1,0.3333333333333333,2.6666666666666665,1200000.0,0.125,16.0,1.7584,0
26,90000,8.0,4,15000,10.99,0,0.17,1,3,0,0,1,0,0,0,1,0,0.3076923076923077,2.6666666666666665,720000.0,0.11538461538461539,18.0,1.8316666666666668,0
23,150000,5.0,1,10000,7.14,0,0.07,0,4,0,0,0,0,0,0,0,1,0.21739130434782608,1.25,750000.0,0.17391304347826086,18.0,0.476,0
25,150000,9.0,2,25000,10.25,0,0.17,0,2,0,0,0,0,0,0,0,0,0.36,4.5,1350000.0,0.08,16.0,1.7083333333333333,0
24,150000,8.0,2,25000,10.99,0,0.17,0,2,0,0,0,1,0,0,0,0,0.3333333333333333,4.0,1200000.0,0.08333333333333333,16.0,1.8316666666666668,0
24,90000,3.0,2,15000,11.86,0,0.17,0,2,0,0,1,0,1,0,0,0,0.125,1.5,270000.0,0.08333333333333333,21.0,1.9766666666666666,0
26,150000,10.0,2,24000,11.83,0,0.16,0,4,0,1,0,0,0,0,0,1,0.38461538461538464,2.5,1500000.0,0.15384615384615385,16.0,1.8928,0
26,150000,10.0,1,21000,10.99,0,0.14,0,4,0,1,0,0,0,0,0,1,0.38461538461538464,2.5,1500000.0,0.15384615384615385,16.0,1.5386,0
26,150000,6.0,4,7000,14.96,0,0.05,1,4,0,1,0,1,0,0,0,0,0.23076923076923078,1.5,900000.0,0.15384615384615385,20.0,0.6981333333333334,0
22,150000,6.0,3,9500,12.87,0,0.06,1,4,0,0,0,0,0,1,0,0,0.2727272727272727,1.5,900000.0,0.18181818181818182,16.0,0.8150999999999999,0
24,90000,9.0,4,15000,14.42,0,0.17,1,3,0,0,1,0,0,0,0,1,0.375,3.0,810000.0,0.125,15.0,2.4033333333333333,0
24,150000,8.0,3,15000,13.16,0,0.1,1,3,0,0,0,0,0,0,0,1,0.3333333333333333,2.6666666666666665,1200000.0,0.125,16.0,1.316,0
25,79000,5.0,2,15000,12.18,1,0.19,0,3,0,0,1,1,0,0,0,0,0.2,1.6666666666666667,395000.0,0.12,20.0,2.312658227848101,0
26,150000,10.0,2,15000,12.21,0,0.1,0,2,0,0,0,0,0,0,1,0,0.38461538461538464,5.0,1500000.0,0.07692307692307693,16.0,1.221,0
25,150000,6.0,3,5000,13.16,0,0.03,1,4,0,0,0,0,0,0,0,0,0.24,1.5,900000.0,0.16,19.0,0.43866666666666665,0
26,150000,0.0,1,6000,9.63,0,0.04,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.15384615384615385,26.0,0.38520000000000004,0
25,150000,9.0,2,12500,11.58,0,0.08,0,4,0,0,0,0,0,1,0,0,0.36,2.25,1350000.0,0.16,16.0,0.965,0
24,150000,5.0,2,20000,10.51,0,0.13,0,4,0,0,0,0,0,0,0,0,0.20833333333333334,1.25,750000.0,0.16666666666666666,19.0,1.4013333333333333,0
24,68000,5.0,4,15000,15.58,1,0.19,1,4,0,0,1,0,0,1,0,0,0.20833333333333334,1.25,340000.0,0.16666666666666666,19.0,3.4367647058823527,0
26,138000,4.0,6,18000,16.4,1,0.13,0,3,0,0,0,1,0,0,0,0,0.15384615384615385,1.3333333333333333,552000.0,0.11538461538461539,22.0,2.139130434782609,0
23,150000,8.0,2,24000,9.76,0,0.16,0,4,0,0,0,0,0,0,0,0,0.34782608695652173,2.0,1200000.0,0.17391304347826086,15.0,1.5616,0
25,150000,9.0,2,12125,8.7,0,0.08,0,4,0,0,0,0,0,1,0,0,0.36,2.25,1350000.0,0.16,16.0,0.7032499999999999,0
21,150075,0.0,1,25000,7.49,0,0.17,0,2,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.09523809523809523,21.0,1.2477094785940364,0
23,150600,3.0,1,2400,7.49,0,0.02,0,2,0,0,0,1,0,0,0,0,0.13043478260869565,1.5,451800.0,0.08695652173913043,20.0,0.11936254980079682,0
24,151000,8.0,3,35000,14.27,0,0.23,1,2,0,0,0,0,1,0,0,0,0.3333333333333333,4.0,1208000.0,0.08333333333333333,16.0,3.307615894039735,0
